date,open,high,low,close,volume,turnover,code,name
18/04/2024,6397.76,6469.38,6390.37,6407.21,36855255,1377103522,TMTI,المواد الأساسية
17/04/2024,6406.76,6416.12,6322.31,6381.4,33840860,1386240762,TMTI,المواد الأساسية
16/04/2024,6538.16,6540.49,6385.78,6395.55,41702849,1715976775,TMTI,المواد الأساسية
15/04/2024,6512.51,6605.41,6503.13,6534.52,38878341,1596034574,TMTI,المواد الأساسية
14/04/2024,6436.57,6544.17,6410.53,6508.17,28988063,1195297768,TMTI,المواد الأساسية
4/4/2024,6561.57,6652.1,6547.38,6606.88,43497882,1929503591,TMTI,المواد الأساسية
3/4/2024,6383.6,6552.56,6367.41,6539.32,49392024,2070400362,TMTI,المواد الأساسية
2/4/2024,6209.51,6370.97,6194.35,6370.97,54539487,1965230406,TMTI,المواد الأساسية
1/4/2024,6159.84,6242.89,6156.58,6217.62,32755162,1086757622,TMTI,المواد الأساسية
31/03/2024,6176.08,6206.62,6141.95,6161.57,40187627,1218512625,TMTI,المواد الأساسية
28/03/2024,6209.92,6211.85,6137.16,6187.91,38479630,1199377456,TMTI,المواد الأساسية
27/03/2024,6161.5,6201.65,6144.74,6201.65,28196849,983430494.8,TMTI,المواد الأساسية
26/03/2024,6208.99,6219.46,6149.19,6155.04,34074602,1129678147,TMTI,المواد الأساسية
25/03/2024,6281.99,6281.99,6208.41,6208.41,31807146,1103081745,TMTI,المواد الأساسية
24/03/2024,6332.84,6336.56,6260.73,6282.26,34683276,1142091978,TMTI,المواد الأساسية
21/03/2024,6320.86,6331.1,6294.28,6300.34,76362509,1605206781,TMTI,المواد الأساسية
20/03/2024,6316.38,6340.09,6281.03,6307.61,45534735,1664101243,TMTI,المواد الأساسية
19/03/2024,6313.98,6334.25,6291.85,6297.13,48166715,1958887490,TMTI,المواد الأساسية
18/03/2024,6356.56,6368.83,6306.81,6323.13,54478823,1979873910,TMTI,المواد الأساسية
17/03/2024,6328.5,6353.45,6320.03,6350.42,44576131,1739069456,TMTI,المواد الأساسية
14/03/2024,6296.89,6331.6,6273.46,6317.34,67366110,2344679179,TMTI,المواد الأساسية
13/03/2024,6325.49,6328.68,6288.25,6290.68,40637736,1760435515,TMTI,المواد الأساسية
12/3/2024,6277.59,6322.08,6249.63,6319.05,34592457,1224515333,TMTI,المواد الأساسية
11/3/2024,6252.71,6274.41,6216.01,6274.38,38218785,1548738681,TMTI,المواد الأساسية
10/3/2024,6215.47,6259.15,6214.92,6253.35,37486978,1139401338,TMTI,المواد الأساسية
7/3/2024,6205.04,6211.55,6184,6209.46,34936330,1376066505,TMTI,المواد الأساسية
6/3/2024,6138.54,6207.2,6134.47,6200.74,44772665,1576011769,TMTI,المواد الأساسية
5/3/2024,6103.38,6156.02,6089.16,6138.33,40110718,1404152004,TMTI,المواد الأساسية
4/3/2024,6166.13,6170.74,6100.38,6103.2,36185174,1321578622,TMTI,المواد الأساسية
3/3/2024,6192.49,6198.66,6159.7,6159.87,31822463,1133006433,TMTI,المواد الأساسية
29/02/2024,6227.03,6233.18,6190.97,6192.79,88626311,2204323454,TMTI,المواد الأساسية
28/02/2024,6210.35,6232.68,6182.74,6232.68,43812927,1597598691,TMTI,المواد الأساسية
27/02/2024,6161.52,6240.06,6149.64,6240.06,41364257,1351184968,TMTI,المواد الأساسية
26/02/2024,6227.19,6283.36,6164.49,6164.49,46604288,1785577724,TMTI,المواد الأساسية
25/02/2024,6228.52,6249.68,6220.23,6233.41,37091421,1425392770,TMTI,المواد الأساسية
21/02/2024,6236.01,6236.31,6208.11,6228.77,38011375,1336527296,TMTI,المواد الأساسية
20/02/2024,6257.14,6261.74,6202.16,6239,39320259,1237909983,TMTI,المواد الأساسية
19/02/2024,6202.62,6254.68,6192.29,6252.01,59912046,1847604061,TMTI,المواد الأساسية
18/02/2024,6193.31,6219.66,6185.73,6209.44,52123416,1371195604,TMTI,المواد الأساسية
15/02/2024,6141.9,6191.21,6137.11,6191.21,46643609,1261446359,TMTI,المواد الأساسية
14/02/2024,6142.01,6162.2,6119.7,6146.74,34560791,1052859544,TMTI,المواد الأساسية
13/02/2024,6183.77,6201.27,6144.57,6170.28,37200527,1372336875,TMTI,المواد الأساسية
12/2/2024,6142,6228.07,6136.2,6202.67,47506189,1853869601,TMTI,المواد الأساسية
11/2/2024,6106.75,6147.01,6105.82,6130.07,29267970,1145418262,TMTI,المواد الأساسية
8/2/2024,6122.04,6145.18,6096.33,6096.33,29373652,1186923682,TMTI,المواد الأساسية
7/2/2024,6046.92,6156.24,6042.33,6144.56,39744715,1734441833,TMTI,المواد الأساسية
6/2/2024,6050.44,6066.75,6003.37,6066.75,26832257,1160284392,TMTI,المواد الأساسية
5/2/2024,6016.6,6052.07,6014.82,6044.28,23665941,855846947.4,TMTI,المواد الأساسية
4/2/2024,6000.09,6007.11,5978.6,6006.96,14182250,552230918,TMTI,المواد الأساسية
1/2/2024,5962.78,5984.74,5931.89,5984.74,28685161,996453303.4,TMTI,المواد الأساسية
31/01/2024,5969.06,6016.05,5951.09,5970.18,33844736,1280380286,TMTI,المواد الأساسية
30/01/2024,6133.69,6143.16,5965.75,5975.35,42604812,1519759039,TMTI,المواد الأساسية
29/01/2024,6092.46,6157.51,6092.38,6127.93,36861464,1166873422,TMTI,المواد الأساسية
28/01/2024,6052,6091.73,6045.83,6087.74,27110578,921823755.5,TMTI,المواد الأساسية
25/01/2024,6034.82,6050.4,6014.62,6036.98,27479017,973190501.5,TMTI,المواد الأساسية
24/01/2024,5998.22,6031.81,5988.79,6031.35,23550506,843802453.4,TMTI,المواد الأساسية
23/01/2024,6014.84,6014.9,5973.69,5995.02,26047138,858539584.3,TMTI,المواد الأساسية
22/01/2024,6045.55,6048.64,5990.07,6003.16,39126722,1419696282,TMTI,المواد الأساسية
21/01/2024,5958.15,6014.62,5955.7,5990.24,31482174,1211804006,TMTI,المواد الأساسية
18/01/2024,5949.2,5956.13,5854.31,5912.74,46623699,2005169945,TMTI,المواد الأساسية
17/01/2024,6033.84,6056.81,5954.73,5954.73,57788322,2161204927,TMTI,المواد الأساسية
16/01/2024,6069.84,6071.83,6019.28,6019.28,40139210,1330499625,TMTI,المواد الأساسية
15/01/2024,6081.91,6103.08,6059.3,6068.99,28483165,983244677,TMTI,المواد الأساسية
14/01/2024,6106.71,6108.16,6063.81,6079.93,23195787,785679526.8,TMTI,المواد الأساسية
11/1/2024,6186.23,6195.46,6113.56,6113.56,24233850,807927309.6,TMTI,المواد الأساسية
10/1/2024,6253.16,6269,6169.83,6169.83,31977408,1108316439,TMTI,المواد الأساسية
9/1/2024,6267.41,6277.3,6225.73,6229.84,31626517,969398079.8,TMTI,المواد الأساسية
8/1/2024,6287.97,6320.98,6254.48,6262.67,51173560,1242860747,TMTI,المواد الأساسية
7/1/2024,6259.43,6297.76,6256.78,6285.95,36748183,1369629885,TMTI,المواد الأساسية
4/1/2024,6202.47,6270.17,6155.73,6249.07,47176088,1542508385,TMTI,المواد الأساسية
3/1/2024,6388.83,6428.86,6270.11,6270.81,59564772,1761968517,TMTI,المواد الأساسية
2/1/2024,6404.57,6406.78,6359.14,6393.43,41744908,1548264924,TMTI,المواد الأساسية
1/1/2024,6422.05,6440.82,6383.24,6391.93,35440461,1298907122,TMTI,المواد الأساسية
31/12/2023,6256.85,6360.9,6254.76,6352.38,33743960,1338264308,TMTI,المواد الأساسية
28/12/2023,6209.41,6257.79,6199.83,6229.73,29414437,1108449003,TMTI,المواد الأساسية
27/12/2023,6195.2,6212.9,6180.31,6207.17,32422553,1084710814,TMTI,المواد الأساسية
26/12/2023,6156.31,6200.81,6156.31,6182.85,31314675,1013135783,TMTI,المواد الأساسية
25/12/2023,6110.28,6145.19,6099.56,6141.98,22906546,875182293.9,TMTI,المواد الأساسية
24/12/2023,6083.68,6104.54,6080.44,6103.39,21424142,645708653.7,TMTI,المواد الأساسية
21/12/2023,6066.89,6083.74,6036.95,6066.48,19248153,627764067.1,TMTI,المواد الأساسية
20/12/2023,6139.11,6139.11,6080.88,6080.88,24982399,853941152.3,TMTI,المواد الأساسية
19/12/2023,6084.53,6134.03,6076.38,6134.03,26885730,925318949,TMTI,المواد الأساسية
18/12/2023,6031.03,6094.12,6011.69,6081.89,28281366,977103436.8,TMTI,المواد الأساسية
17/12/2023,5981.43,6032.93,5980.55,6023.87,17748675,614932476.3,TMTI,المواد الأساسية
14/12/2023,5953.97,5986.64,5946.21,5957.77,31007117,1190275690,TMTI,المواد الأساسية
13/12/2023,5955.78,5958.97,5922.7,5953.48,22010337,690418630.1,TMTI,المواد الأساسية
12/12/2023,6006.49,6015.82,5943.03,5954.05,26619768,980538745.9,TMTI,المواد الأساسية
11/12/2023,5967.83,6010.07,5957.56,5996.6,27532518,979954115.6,TMTI,المواد الأساسية
10/12/2023,5967.56,5983.63,5959.06,5959.06,18822614,584719943.6,TMTI,المواد الأساسية
7/12/2023,5978.81,5983.2,5948.36,5962.34,19388087,704095003.3,TMTI,المواد الأساسية
6/12/2023,5980.21,5982.01,5963.84,5980.8,17955350,646790545.7,TMTI,المواد الأساسية
5/12/2023,5997.38,6007.62,5960.68,5981.37,23915479,922073524.3,TMTI,المواد الأساسية
4/12/2023,6009.93,6029.14,5991.52,5991.52,20058803,705323410.9,TMTI,المواد الأساسية
3/12/2023,5980.8,6014.11,5978.76,6005.22,19282576,588465889.4,TMTI,المواد الأساسية
30/11/2023,5941.62,5981.66,5921.4,5981.66,30758339,1203740131,TMTI,المواد الأساسية
29/11/2023,5960.9,5960.9,5916.36,5931.78,16884887,511540996.2,TMTI,المواد الأساسية
28/11/2023,5921.02,5959.15,5904.13,5921.47,22123705,578759030.9,TMTI,المواد الأساسية
27/11/2023,5965.48,5978.45,5907.37,5907.37,25567223,554611585.8,TMTI,المواد الأساسية
26/11/2023,5969.97,5991.26,5964.65,5968.1,18325719,371630200.1,TMTI,المواد الأساسية
23/11/2023,5998.74,6018.24,5957.77,5968.27,14747000,410799603.5,TMTI,المواد الأساسية
22/11/2023,5995.35,6001.78,5981.83,5997.69,16680288,535088654.8,TMTI,المواد الأساسية
21/11/2023,6050.45,6057.92,5983.68,5992.87,35709965,691408341.9,TMTI,المواد الأساسية
20/11/2023,6050.41,6069.55,6035.38,6052.92,30376695,1065008346,TMTI,المواد الأساسية
19/11/2023,6014.36,6067.7,6012.95,6065.06,21859723,602757971.2,TMTI,المواد الأساسية
16/11/2023,5959.89,6004.04,5952.34,5998.23,26513399,788404496,TMTI,المواد الأساسية
15/11/2023,5811.38,5949.83,5808.96,5949.83,24334653,775010027,TMTI,المواد الأساسية
14/11/2023,5785.56,5821.24,5779.56,5789.06,13506524,414949282.5,TMTI,المواد الأساسية
13/11/2023,5803.78,5819.88,5769.66,5779.6,17312806,509013280.1,TMTI,المواد الأساسية
12/11/2023,5770.81,5805.7,5770.72,5795.97,12837097,417883347.4,TMTI,المواد الأساسية
9/11/2023,5779.9,5785.84,5745.29,5774.89,15880607,618261170.1,TMTI,المواد الأساسية
8/11/2023,5838.52,5842.64,5783.19,5783.76,17139072,580983950.9,TMTI,المواد الأساسية
7/11/2023,5899.86,5900.8,5820.12,5849.21,13543911,574854888.8,TMTI,المواد الأساسية
6/11/2023,5881.75,5917.87,5848.22,5883.17,19352939,835894840.1,TMTI,المواد الأساسية
5/11/2023,5829.19,5876.05,5827.97,5876.05,16605992,616360634,TMTI,المواد الأساسية
2/11/2023,5718.5,5841.79,5713.6,5802.3,27907291,1098185996,TMTI,المواد الأساسية
1/11/2023,5743.28,5770.87,5681.11,5705.65,21329061,889616023.2,TMTI,المواد الأساسية
31/10/2023,5689.01,5749.21,5672.47,5732.55,21482297,859769869.5,TMTI,المواد الأساسية
30/10/2023,5717.37,5754.93,5698.32,5698.32,16016738,527647945.7,TMTI,المواد الأساسية
29/10/2023,5703.29,5723.93,5640.06,5697.5,11350483,329635001.9,TMTI,المواد الأساسية
26/10/2023,5756.38,5761.91,5690.49,5690.49,14862130,544103900.2,TMTI,المواد الأساسية
25/10/2023,5670.26,5772.42,5642.57,5772.42,16379741,513933078.8,TMTI,المواد الأساسية
24/10/2023,5666.47,5683.55,5590.52,5653.91,20110038,645330480.6,TMTI,المواد الأساسية
23/10/2023,5839.18,5850.07,5658.18,5658.18,21231707,783985921.4,TMTI,المواد الأساسية
22/10/2023,5910.64,5912.42,5851.67,5851.67,13129797,450751712.5,TMTI,المواد الأساسية
19/10/2023,5930.81,5931.84,5900.65,5916.2,16899966,602866971.2,TMTI,المواد الأساسية
18/10/2023,5994.43,6006.22,5923.74,5932.96,30289098,1135055853,TMTI,المواد الأساسية
17/10/2023,5992.33,6032.97,5980.18,6021.79,32529688,741509457.6,TMTI,المواد الأساسية
16/10/2023,5991.98,6001.78,5953.44,5978.37,17363712,668034327.4,TMTI,المواد الأساسية
15/10/2023,6020.92,6028.66,5983.23,5998.74,12143142,412514324.3,TMTI,المواد الأساسية
12/10/2023,5971.66,6025.64,5918.77,6019.62,19415449,656614371.1,TMTI,المواد الأساسية
11/10/2023,6024.77,6042.3,5946.77,5968.71,24223967,927989277.4,TMTI,المواد الأساسية
10/10/2023,6043.59,6064.1,6003.37,6006.95,20758703,777485971.2,TMTI,المواد الأساسية
9/10/2023,6005.48,6044.01,5980.53,5999.28,20331651,832122162.4,TMTI,المواد الأساسية
8/10/2023,6066.01,6071.94,5997.38,6001.15,15662471,723914755.4,TMTI,المواد الأساسية
5/10/2023,6063.39,6086.01,6036.56,6071.14,16518169,689727220.6,TMTI,المواد الأساسية
4/10/2023,6134.42,6139.69,6053.57,6053.57,15919757,608849023.9,TMTI,المواد الأساسية
3/10/2023,6153.8,6165.11,6123.73,6128.65,16102965,613441407.2,TMTI,المواد الأساسية
2/10/2023,6204.56,6225.55,6155.16,6155.16,17191163,783330852.8,TMTI,المواد الأساسية
1/10/2023,6230.44,6233.05,6191.05,6211.03,12254611,572923266.4,TMTI,المواد الأساسية
28/09/2023,6244.32,6273.36,6215.34,6215.34,19652759,848145146.3,TMTI,المواد الأساسية
27/09/2023,6158.35,6248.14,6158.14,6218.56,23808588,895699344.7,TMTI,المواد الأساسية
26/09/2023,6161.27,6207.76,6138.38,6177.4,18355167,754280882.8,TMTI,المواد الأساسية
25/09/2023,6195.81,6234.71,6157.65,6157.65,20135567,776505042.1,TMTI,المواد الأساسية
21/09/2023,6278.69,6278.69,6195.92,6195.92,17246301,683332055.8,TMTI,المواد الأساسية
20/09/2023,6277.37,6282.26,6238.14,6260.84,15137570,665537796.6,TMTI,المواد الأساسية
19/09/2023,6232.8,6283.12,6205.54,6270.07,18945636,825861444.6,TMTI,المواد الأساسية
18/09/2023,6273.68,6292.62,6218.02,6221.24,21834970,841548684.6,TMTI,المواد الأساسية
17/09/2023,6310.52,6319.03,6268.43,6274.55,19541902,862566177.3,TMTI,المواد الأساسية
14/09/2023,6306.97,6310.91,6267.2,6300.72,27716659,1312906082,TMTI,المواد الأساسية
13/09/2023,6338.13,6338.17,6282.26,6297.51,25051977,1047928145,TMTI,المواد الأساسية
12/9/2023,6426.85,6440.18,6344.4,6366.43,34946135,1274888372,TMTI,المواد الأساسية
11/9/2023,6304.83,6413.66,6303.55,6413.66,41217179,1539602297,TMTI,المواد الأساسية
10/9/2023,6305.98,6312.07,6268.08,6297.36,23803352,999627649.5,TMTI,المواد الأساسية
7/9/2023,6348,6363.62,6297.1,6302.77,27840952,1193444708,TMTI,المواد الأساسية
6/9/2023,6394.19,6416.39,6345.66,6353.58,25450853,1091455907,TMTI,المواد الأساسية
5/9/2023,6403.38,6411,6377.51,6393.66,22847546,931103730.1,TMTI,المواد الأساسية
4/9/2023,6456.13,6474.48,6404.85,6404.85,22856393,692128486.3,TMTI,المواد الأساسية
3/9/2023,6433.08,6457.14,6429.67,6445.24,18007519,625831662.1,TMTI,المواد الأساسية
31/08/2023,6469.4,6479.53,6406.36,6406.36,28842926,1162150505,TMTI,المواد الأساسية
30/08/2023,6420.05,6464.02,6417.03,6459.88,23217433,890710232.4,TMTI,المواد الأساسية
29/08/2023,6404.34,6421.51,6397.31,6411.98,21226632,893216118.1,TMTI,المواد الأساسية
28/08/2023,6403.87,6419.87,6401.32,6402.96,25182173,732427109.2,TMTI,المواد الأساسية
27/08/2023,6375.72,6393.7,6367.81,6393.06,28935116,649542931.6,TMTI,المواد الأساسية
24/08/2023,6387.13,6395.63,6357.25,6357.25,33379641,700513847.9,TMTI,المواد الأساسية
23/08/2023,6391.69,6439.95,6354.59,6354.59,21485598,764284973,TMTI,المواد الأساسية
22/08/2023,6399.9,6419.93,6382.28,6382.28,18453394,642316185.1,TMTI,المواد الأساسية
21/08/2023,6465.56,6473.58,6411.26,6411.26,22062139,851956865.6,TMTI,المواد الأساسية
20/08/2023,6393.19,6447.49,6392.83,6443.78,18871256,689677526.2,TMTI,المواد الأساسية
17/08/2023,6383.56,6408.62,6376.44,6390.58,17883656,659899083.1,TMTI,المواد الأساسية
16/08/2023,6402.44,6447.89,6379.29,6395.78,20077570,821232734.3,TMTI,المواد الأساسية
15/08/2023,6458.1,6466.62,6402.86,6408.93,21394452,769018416.6,TMTI,المواد الأساسية
14/08/2023,6512.22,6514.05,6458.53,6458.53,23614625,857454269.9,TMTI,المواد الأساسية
13/08/2023,6473.12,6521.62,6466.1,6509.82,24205698,822024488.6,TMTI,المواد الأساسية
10/8/2023,6410.4,6477.9,6403.54,6460.27,29043294,1035303596,TMTI,المواد الأساسية
9/8/2023,6333.17,6416.44,6283.23,6411.29,25276678,1082099401,TMTI,المواد الأساسية
8/8/2023,6401.29,6419.72,6310.07,6329.14,25865601,970304711.2,TMTI,المواد الأساسية
7/8/2023,6473.33,6486.28,6357.17,6384.18,26876234,997610615.2,TMTI,المواد الأساسية
6/8/2023,6525.01,6530.54,6466.36,6478.13,22454036,825469609.4,TMTI,المواد الأساسية
3/8/2023,6524.05,6566.81,6500.58,6500.58,22174006,817439889,TMTI,المواد الأساسية
2/8/2023,6572.77,6576.94,6522.98,6542.99,25024513,903247607,TMTI,المواد الأساسية
